first_name,last_name,age,spending_score
Charles,Smith,62,65
Lisa,Williams,49,88
Joseph,Thomas,34,91
Margaret,Johnson,21,18
Linda,Anderson,59,58
David,Smith,50,26
William,Rodriguez,60,29
Joseph,Thomas,65,72
James,Brown,60,44
James,Lopez,26,90
Charles,Smith,51,5
John,Smith,56,33
Elizabeth,Miller,68,5
Linda,Moore,47,36
Joseph,Thompson,67,77
Elizabeth,Thompson,37,81
James,Anderson,56,13
Karen,Gonzalez,40,25
Mary,Thomas,58,58
Charles,Miller,61,2
Richard,Thomas,52,88
Lisa,Gonzalez,40,36
James,Wilson,65,25
Mary,Taylor,56,34
Sarah,Lopez,40,12
Joseph,White,54,19
Richard,White,40,94
Sarah,Martin,56,37
Thomas,Gonzalez,45,1
Christopher,White,36,60
Michael,Martin,66,67
Margaret,Anderson,65,49
Thomas,White,47,90
Michael,Lee,38,79
Richard,Brown,41,46
Robert,Perez,38,48
Thomas,Johnson,43,92
John,Moore,68,68
Michael,Johnson,67,19
Thomas,Anderson,68,88
Michael,Jackson,53,40
Christopher,Anderson,43,6
James,Martin,50,80
Thomas,Martinez,53,96
Thomas,White,21,94
David,Martin,26,63
John,Hernandez,25,35
Joseph,Martinez,19,72
Christopher,Thompson,46,61
David,Jones,40,5
Sarah,Rodriguez,23,37
Lisa,Martin,60,76
William,Jackson,53,89
Margaret,Gonzalez,63,97
Margaret,Moore,38,88
James,Taylor,39,11
Lisa,Garcia,26,99
Sarah,Martinez,51,40
William,Johnson,43,65
Charles,White,18,8
Susan,Garcia,53,87
Charles,Lee,61,84
Lisa,Gonzalez,22,96
William,Moore,58,11
Michael,Miller,39,71
Jessica,Johnson,21,58
Charles,Wilson,65,94
Charles,Jones,19,48
Mary,Moore,33,13
William,Hernandez,33,60
Richard,Martinez,39,49
Joseph,Hernandez,60,67
John,Johnson,18,7
David,Anderson,32,77
Christopher,Miller,41,25
Jessica,Rodriguez,21,23
Linda,Jones,35,51
Karen,Miller,34,47
Charles,Martin,24,97
Sarah,Johnson,67,5
Mary,Williams,62,96
Linda,Johnson,69,94
Lisa,Lee,69,95
Jennifer,Perez,27,13
Susan,Thompson,18,42
Joseph,Jackson,19,5
Linda,Brown,66,23
Patricia,White,39,62
Joseph,Martin,49,1
Nancy,Miller,46,74
Thomas,Perez,52,91
Richard,Miller,34,54
Karen,Taylor,29,72
Mary,Jackson,41,3
Richard,Perez,47,83
Richard,Thomas,61,64
Lisa,Williams,47,51
Joseph,Anderson,37,2
Nancy,Wilson,59,49
Elizabeth,Anderson,24,31
John,Wilson,59,74
Charles,Miller,67,80
John,Williams,55,84
Lisa,Taylor,24,3
Jessica,Martinez,66,35
Linda,Anderson,47,98
Daniel,Garcia,29,85
Patricia,Taylor,66,36
Nancy,Taylor,48,64
David,Wilson,35,32
David,White,63,18
David,Moore,60,34
Mary,Jones,19,56
Thomas,Davis,50,67
William,Miller,28,53
Mary,Thompson,51,67
Margaret,Brown,33,91
Joseph,Moore,52,66
Sarah,Jones,69,64
Patricia,Thomas,50,67
Linda,Wilson,38,81
William,Jackson,37,39
Robert,Wilson,25,38
Sarah,Rodriguez,68,40
Richard,Garcia,43,19
Michael,Taylor,50,83
Nancy,Jackson,43,5
Thomas,Lopez,54,69
John,Brown,47,14
Robert,Thomas,48,91
Charles,Hernandez,50,49
Susan,Perez,28,64
Michael,Brown,58,57
William,Taylor,22,35
Jennifer,Davis,19,85
Thomas,Wilson,30,5
Sarah,Johnson,35,88
Daniel,Hernandez,43,39
John,Hernandez,42,24
Christopher,White,61,40
Patricia,Perez,31,50
Elizabeth,White,22,77
Robert,Garcia,59,58
Christopher,Lee,69,1
Lisa,Lee,19,43
Elizabeth,Wilson,21,39
Susan,Martinez,29,10
Elizabeth,Davis,28,2
Richard,Miller,21,63
David,Davis,60,16
Lisa,Davis,26,37
Sarah,Thompson,27,16
Linda,Johnson,44,87
Linda,Thomas,23,90
Linda,Rodriguez,32,80
Richard,Gonzalez,59,27
Mary,Thompson,48,63
Susan,Lopez,39,94
Elizabeth,Perez,23,64
Susan,Taylor,50,97
David,Johnson,46,32
Joseph,Gonzalez,38,9
Sarah,Smith,69,11
Thomas,Jackson,47,70
Mary,Hernandez,38,30
Karen,Jones,53,15
Susan,Smith,39,59
Charles,Martin,63,48
Daniel,Gonzalez,37,94
Karen,Davis,39,82
Thomas,Garcia,69,76
Jennifer,Taylor,57,60
Joseph,Lopez,28,68
John,Smith,64,57
Jennifer,Williams,48,64
John,Wilson,68,54
James,Davis,57,80
Richard,Hernandez,30,87
Christopher,Wilson,35,75
Jessica,Davis,39,54
Richard,Williams,34,59
Patricia,Miller,55,88
Michael,Jackson,42,86
Lisa,Brown,49,39
Elizabeth,Thomas,32,15
Michael,Gonzalez,30,79
Christopher,Martin,43,74
Joseph,Jackson,67,28
Joseph,Jones,28,36
Patricia,Thompson,30,54
Daniel,Jones,50,17
Daniel,Martin,67,86
Jennifer,White,54,87
Margaret,Brown,55,93
Nancy,Johnson,18,22
Robert,Gonzalez,56,75
Nancy,Thomas,44,36
Susan,Perez,53,29
James,Johnson,49,55
Linda,Jackson,58,42
James,Taylor,32,32
Robert,Jones,48,14
Lisa,Moore,23,18
Jennifer,Thompson,42,38
Christopher,Lee,66,34
John,Moore,69,45
Joseph,Davis,35,87
Robert,Anderson,39,32
Margaret,Gonzalez,48,67
Jessica,Gonzalez,53,63
Karen,Thomas,26,55
Sarah,Perez,63,43
Jennifer,Martin,20,22
Margaret,Gonzalez,50,87
Jessica,Martin,44,68
Margaret,Johnson,60,77
Linda,Williams,18,96
Michael,Anderson,61,29
Linda,Thompson,26,40
Richard,Jackson,22,45
Jennifer,Gonzalez,32,10
Karen,Jones,67,77
Mary,Perez,26,45
Linda,Garcia,62,17
David,Wilson,45,2
James,Brown,30,17
Lisa,Perez,41,90
Jennifer,Jackson,62,38
Sarah,Thompson,27,37
Nancy,Miller,59,63
Susan,Brown,39,5
David,Johnson,56,25
Elizabeth,Miller,39,73
John,Williams,54,92
Richard,Anderson,69,22
John,Smith,56,93
Joseph,Johnson,37,63
Sarah,Martinez,27,35
Richard,Thomas,27,55
Thomas,Anderson,43,20
John,White,42,5
Nancy,Anderson,45,39
David,Wilson,30,63
Christopher,Perez,32,32
Charles,Wilson,23,63
Lisa,Garcia,69,74
David,Wilson,29,40
Sarah,Taylor,36,17
Christopher,Moore,49,79
John,Martin,28,73
Lisa,Jackson,55,32
Jennifer,Taylor,50,23
Jessica,Thomas,19,75
Margaret,Davis,32,60
Karen,Miller,53,77
Thomas,Martin,22,82
Patricia,Lopez,32,56
Daniel,Rodriguez,60,9
Joseph,Wilson,27,69
David,Martin,34,62
John,Smith,51,64
John,Martinez,69,22
Sarah,Taylor,41,32
Robert,Taylor,27,47
Christopher,Taylor,69,2
Elizabeth,Brown,47,85
Charles,Taylor,20,92
Patricia,Moore,68,52
Charles,Martin,54,88
David,Thompson,20,88
Mary,Johnson,57,14
Elizabeth,Davis,22,37
David,Gonzalez,45,27
Nancy,Thompson,61,24
Sarah,Perez,31,64
Charles,Martin,56,70
Daniel,Perez,28,26
Margaret,Anderson,25,54
David,Martin,54,15
Jessica,Thompson,25,29
Mary,Rodriguez,29,74
Daniel,Williams,32,28
Robert,Williams,36,59
Robert,Johnson,65,73
Charles,Smith,63,21
Christopher,Wilson,45,10
Susan,Taylor,24,4
Karen,Gonzalez,57,62
Patricia,Jackson,24,4
Lisa,Thompson,47,6
Thomas,Anderson,35,90
Elizabeth,Wilson,41,80
Nancy,Johnson,23,72
Jennifer,Miller,68,92
Jessica,Taylor,21,16
David,Moore,20,38
David,Garcia,66,49
Karen,Lee,68,61
Daniel,Davis,64,65
Lisa,Johnson,23,83
Karen,Smith,43,50
Margaret,Thomas,61,17
Daniel,Miller,68,28
David,Perez,55,44
Christopher,White,28,12
Susan,Hernandez,69,70
Robert,Anderson,46,71
Daniel,Gonzalez,37,72
William,White,27,3
William,Johnson,43,49
Lisa,Wilson,65,21
Elizabeth,White,44,8
Lisa,Garcia,67,64
Charles,Rodriguez,31,92
James,Miller,53,59
Michael,Moore,29,30
Patricia,White,69,32
James,Rodriguez,40,75
Joseph,Thompson,38,20
Linda,Brown,25,16
Susan,Rodriguez,56,25
Lisa,Brown,26,60
Lisa,Lopez,41,45
Karen,Brown,48,9
Joseph,White,42,51
Thomas,Martin,34,61
Jessica,Wilson,59,40
Jessica,White,46,61
Karen,White,20,67
Nancy,Miller,38,80
Karen,Gonzalez,25,76
Sarah,Perez,31,15
James,Davis,56,53
Daniel,Thompson,33,4
David,Jones,35,23
Joseph,Lopez,48,27
Susan,Gonzalez,28,37
Linda,Martin,55,77
Lisa,Wilson,37,43
Nancy,Moore,63,37
Jennifer,White,62,85
John,Martin,21,29
Margaret,Brown,37,29
Richard,Lee,48,49
Richard,Moore,37,75
Mary,Miller,28,51
Robert,Anderson,67,50
Thomas,Lee,18,28
Jennifer,Garcia,61,74
Mary,Thomas,35,5
Patricia,Martin,56,56
Lisa,White,61,64
David,Davis,50,89
Linda,Lee,53,97
Susan,Thomas,35,17
Linda,Perez,64,97
David,Thomas,48,89
Lisa,Williams,52,97
Nancy,Taylor,56,55
Linda,Rodriguez,55,9
Linda,Williams,32,91
Thomas,Martin,64,89
Nancy,Miller,23,68
Nancy,Moore,25,73
Daniel,Lopez,57,79
Sarah,Jackson,39,16
Jessica,Thomas,18,16
David,Perez,30,13
Michael,White,41,78
Sarah,Taylor,38,86
Richard,Martin,62,85
Joseph,Anderson,60,73
Margaret,Smith,21,63
Sarah,Johnson,24,41
Christopher,Davis,29,53
Daniel,Perez,30,68
Margaret,Johnson,61,74
William,Jackson,33,99
John,Rodriguez,23,9
Charles,Rodriguez,31,51
Nancy,Gonzalez,68,48
Robert,Garcia,65,80
Elizabeth,Anderson,48,49
Thomas,Jackson,53,18
Joseph,Lee,54,10
Daniel,Anderson,58,85
Linda,Moore,52,54
Joseph,Miller,27,79
Christopher,Hernandez,34,15
Jessica,Davis,68,11
Nancy,Garcia,59,40
Michael,Davis,47,47
Christopher,Johnson,61,20
Daniel,Jackson,24,98
Susan,Thomas,35,22
Thomas,Miller,36,48
Thomas,Martinez,32,82
Elizabeth,Lopez,56,16
Charles,Taylor,61,5
Jessica,Miller,39,65
David,Perez,56,83
Mary,Davis,59,74
Karen,Miller,47,21
Michael,Brown,37,61
Susan,Williams,49,77
Mary,Jackson,59,55
Nancy,Anderson,42,24
Karen,Brown,40,23
Jennifer,Rodriguez,22,87
Margaret,Gonzalez,67,11
Elizabeth,Moore,58,47
Nancy,Lee,47,2
Joseph,Thomas,65,70
Robert,Smith,56,53
Nancy,Brown,44,11
John,Moore,59,15
Robert,Davis,54,73
Linda,Martin,24,12
Linda,Thomas,22,36
Linda,Lee,32,92
Susan,Hernandez,68,23
Margaret,Martin,59,27
Daniel,Lee,25,88
Linda,Lee,26,14
David,Lee,28,54
Jessica,Jackson,39,99
Linda,Thompson,51,27
Margaret,Jackson,52,21
Elizabeth,Moore,30,49
Michael,Jackson,28,62
Thomas,Hernandez,49,77
Patricia,Williams,59,72
Richard,Davis,32,44
Patricia,Martin,55,44
Robert,Jackson,18,98
Lisa,Martinez,63,61
Patricia,Thomas,67,42
Karen,Jones,41,23
Jennifer,Martin,60,73
Margaret,Rodriguez,57,1
Margaret,Davis,39,36
Daniel,Hernandez,20,55
Lisa,Thomas,31,16
Mary,Miller,19,89
Daniel,Anderson,49,18
David,White,65,98
Jessica,Lee,55,38
Robert,Martin,50,67
Jennifer,Thompson,63,20
Elizabeth,Taylor,59,19
Linda,Garcia,23,13
Jessica,Anderson,58,17
Margaret,Davis,56,78
John,Miller,42,30
Susan,Johnson,51,86
Sarah,Gonzalez,28,43
Daniel,Thompson,63,48
Thomas,Garcia,54,43
James,Jones,58,93
Daniel,Martin,24,66
Elizabeth,Smith,63,53
Daniel,Moore,65,72
Elizabeth,Anderson,39,78
Christopher,Thompson,65,34
Margaret,Martinez,56,77
Mary,Williams,27,74
William,Jones,38,72
Lisa,White,23,71
Richard,Gonzalez,66,13
Sarah,Davis,18,90
Karen,Perez,51,56
Charles,Lee,31,59
Susan,Johnson,53,32
Linda,Rodriguez,44,83
Thomas,Taylor,26,79
Joseph,Moore,23,54
Elizabeth,Gonzalez,48,2
Joseph,Smith,34,37
Joseph,Lopez,60,83
Daniel,Martin,53,97
Michael,Martin,38,33
Richard,Lee,44,1
Thomas,Jones,58,28
William,Davis,45,17
Linda,Anderson,33,57
Nancy,Williams,52,70
Christopher,Garcia,53,52
Karen,Gonzalez,52,44
Richard,Lopez,62,84
Sarah,Jackson,36,47
William,Moore,38,13
Susan,White,50,76
Susan,Smith,40,30
Jennifer,Miller,23,85
Charles,Lopez,49,66
Michael,Martinez,39,53
John,Lopez,20,18
Sarah,Hernandez,52,28
Karen,Brown,33,4
Sarah,Jackson,59,42
Daniel,Garcia,42,6
Michael,Rodriguez,34,9
Patricia,Martin,56,20
Linda,Martinez,30,94
Richard,Jones,45,38
Richard,Gonzalez,28,68
Thomas,Rodriguez,27,50
Thomas,Johnson,56,60
Robert,Moore,41,13
Jennifer,Lee,55,99
Charles,Smith,41,94
Richard,White,50,42
Jessica,Lee,34,68
Lisa,Lopez,61,25
Patricia,Martinez,53,31
Michael,Johnson,52,12
Linda,Rodriguez,23,64
Richard,Johnson,33,79
Jennifer,Thompson,62,61
Jennifer,White,45,53
Margaret,Perez,58,26
Christopher,Wilson,49,61
John,Hernandez,43,10
John,Thompson,28,12
Richard,Hernandez,69,22
Lisa,Taylor,42,53
Mary,Brown,48,21
Sarah,Gonzalez,38,35
Lisa,Miller,62,71
Jennifer,Thomas,68,82
Linda,Smith,20,27
Daniel,Gonzalez,29,60
Linda,Smith,68,99
Jennifer,Hernandez,57,47
Jessica,Garcia,63,66
John,Martin,58,96
Elizabeth,Williams,42,15
John,Lopez,34,24
Susan,Jones,55,84
Thomas,Rodriguez,53,10
Robert,Lopez,53,88
Nancy,Martinez,36,24
William,Jackson,61,88
Christopher,Jones,19,57
Nancy,Jones,34,34
Michael,Rodriguez,47,41
Lisa,Martin,64,40
Patricia,Taylor,27,11
Richard,Martinez,52,90
Richard,Lee,69,1
Elizabeth,Smith,53,30
Karen,Perez,50,43
Thomas,Thomas,18,82
Nancy,Anderson,35,26
Nancy,Thompson,21,53
Richard,Taylor,64,47
Thomas,Martin,44,9
Lisa,Gonzalez,42,9
Patricia,Smith,45,1
James,Davis,39,71
James,Jones,59,44
Joseph,Garcia,42,59
Richard,Thompson,34,56
Thomas,Martin,61,51
Margaret,Wilson,69,16
Linda,Perez,29,38
Karen,Thompson,33,11
Richard,Hernandez,54,25
Daniel,Garcia,33,93
Jessica,Hernandez,34,83
Linda,Gonzalez,48,82
Linda,Lopez,32,59
Joseph,Perez,30,29
Richard,Johnson,57,80
Michael,Lee,44,40
Robert,Williams,38,8
Thomas,Thompson,19,98
Sarah,Brown,25,6
Daniel,Taylor,59,45
Mary,Perez,24,53
Lisa,Garcia,27,94
Karen,Miller,21,98
Thomas,Anderson,60,21
Michael,Hernandez,58,57
Richard,White,53,76
Karen,Williams,52,6
Jessica,Garcia,60,63
Karen,Johnson,20,6
Richard,Wilson,35,53
David,Rodriguez,68,4
Christopher,Moore,63,9
Christopher,Jackson,60,69
Sarah,Lopez,41,74
Daniel,Gonzalez,49,72
Thomas,Lopez,51,87
Linda,Lopez,19,4
Charles,Moore,19,58
Nancy,Rodriguez,27,37
Joseph,Taylor,40,71
William,Lee,32,6
Nancy,Thomas,29,51
Elizabeth,Taylor,60,79
Susan,Lee,34,99
Christopher,White,35,50
Daniel,Davis,31,96
Nancy,Hernandez,34,14
James,White,32,99
Nancy,Johnson,29,11
William,Davis,33,10
Lisa,Lopez,49,61
Joseph,Lee,40,81
James,Smith,55,13
Susan,Thompson,51,34
John,Gonzalez,51,60
David,Perez,33,51
Mary,Lee,51,5
Sarah,Taylor,57,74
William,Wilson,24,32
Joseph,Wilson,50,12
Susan,Thomas,21,52
James,Taylor,60,13
Richard,Garcia,69,85
Jessica,Miller,24,54
Linda,Smith,35,97
Linda,Anderson,21,54
Susan,Martin,66,41
James,Lee,28,48
David,Moore,60,51
Linda,Gonzalez,37,47
Elizabeth,White,28,50
Charles,Johnson,32,96
David,Jackson,63,76
Michael,Anderson,34,46
David,Lopez,51,99
Thomas,Anderson,67,38
James,Moore,65,92
Christopher,Wilson,29,13
Christopher,Garcia,59,76
Linda,Lopez,45,22
Daniel,Martin,65,2
Margaret,Thompson,52,93
Jennifer,Garcia,25,77
Lisa,Rodriguez,44,99
Karen,Brown,39,13
Jennifer,Taylor,41,57
Robert,Johnson,19,34
Richard,Thomas,48,19
Charles,White,39,9
Lisa,Wilson,18,95
Linda,Davis,31,33
William,Wilson,42,27
Thomas,Johnson,53,45
John,Thomas,53,2
Charles,Brown,58,79
David,Smith,20,83
Margaret,Thompson,22,57
Thomas,Martin,18,95
Christopher,Wilson,36,57
Charles,Davis,50,16
Mary,Williams,59,79
Linda,Jones,47,6
Charles,Garcia,29,14
Michael,Perez,27,27
Thomas,Davis,51,38
Jennifer,Garcia,33,19
Charles,Garcia,57,37
Margaret,Brown,63,4
Jennifer,Miller,46,58
Mary,White,32,90
Jennifer,Jackson,65,9
Daniel,Miller,28,40
Robert,Williams,61,15
Charles,Davis,51,4
Nancy,Smith,53,90
Patricia,Smith,47,52
Lisa,Wilson,52,18
Thomas,Garcia,26,53
David,Martinez,35,59
Patricia,Wilson,36,99
Richard,Brown,56,54
Nancy,Garcia,21,41
Thomas,Thomas,23,60
William,Lee,68,93
Patricia,Smith,50,88
Daniel,Garcia,49,4
Jessica,Rodriguez,33,85
Charles,Anderson,28,39
John,Lopez,39,7
Jessica,Williams,53,23
Linda,Hernandez,67,85
Margaret,Anderson,40,63
James,Williams,43,65
Elizabeth,Wilson,48,41
Karen,Johnson,46,89
Sarah,Brown,22,95
Linda,Jackson,55,44
James,Lopez,42,45
Susan,Johnson,51,69
Linda,Taylor,29,95
Margaret,Williams,39,51
Sarah,Martinez,26,65
Karen,Thomas,37,54
Patricia,Perez,46,56
Jennifer,Rodriguez,61,94
Susan,Hernandez,46,82
William,Lee,62,72
Joseph,Anderson,44,90
Sarah,Williams,34,40
Margaret,Thomas,22,58
Susan,Lee,69,15
Margaret,Lee,62,19
Daniel,Lee,30,10
Jessica,Lopez,59,88
Richard,Thompson,32,16
Mary,Jones,32,43
John,Miller,35,31
Margaret,Rodriguez,67,16
Lisa,Lee,19,80
Elizabeth,Moore,40,28
William,Lee,60,62
Nancy,Davis,30,20
Linda,Lopez,60,35
Elizabeth,Martin,21,59
Charles,Johnson,64,9
John,Martinez,42,10
Margaret,Jackson,28,45
Robert,Rodriguez,67,82
John,White,65,15
Sarah,Davis,59,30
Thomas,White,29,48
Joseph,White,30,96
John,White,26,40
Susan,Smith,62,91
William,Garcia,55,91
Christopher,Lopez,23,83
Susan,White,60,74
Joseph,Jackson,68,44
Mary,Taylor,60,46
Daniel,Johnson,27,6
Karen,Hernandez,40,24
Nancy,Moore,32,73
Susan,Thompson,62,91
Daniel,Perez,40,7
Patricia,Hernandez,57,6
Daniel,Moore,54,33
Sarah,Davis,51,85
Daniel,Anderson,33,38
Sarah,Rodriguez,62,44
James,Anderson,68,17
Lisa,Miller,58,31
Mary,Martin,64,37
John,Gonzalez,49,11
Christopher,Gonzalez,55,92
Nancy,Smith,57,5
Thomas,Martin,63,64
Nancy,Brown,22,76
Lisa,White,34,3
Christopher,Brown,39,56
James,Brown,56,63
Nancy,Gonzalez,58,38
Jennifer,Johnson,65,54
Joseph,Thompson,35,2
Jessica,Anderson,45,90
Nancy,Brown,30,2
Joseph,Garcia,67,12
Jessica,Williams,59,40
Christopher,Miller,18,2
Margaret,Garcia,67,80
Robert,Williams,36,94
Jennifer,Brown,51,57
Thomas,Martinez,21,47
David,Lee,60,36
Sarah,Rodriguez,20,4
Susan,Garcia,58,75
Joseph,Martin,27,24
Daniel,Hernandez,45,82
Patricia,Miller,51,91
Karen,Moore,56,62
Christopher,Brown,64,2
John,Jones,36,15
Lisa,Brown,59,75
Linda,Brown,69,91
Daniel,Gonzalez,63,49
John,Thomas,53,87
Linda,Wilson,60,35
Karen,Hernandez,20,94
Elizabeth,Johnson,40,47
Nancy,Perez,34,24
Thomas,Wilson,24,83
Linda,White,43,60
Daniel,White,60,93
David,Miller,35,77
Robert,Hernandez,63,48
Richard,Brown,63,23
Christopher,Miller,23,12
Daniel,Thomas,48,41
Robert,Garcia,46,29
Margaret,Garcia,26,70
Richard,Johnson,52,51
Jennifer,White,34,23
Robert,Davis,29,31
William,Miller,53,21
Sarah,White,69,24
Mary,Wilson,65,72
James,Rodriguez,41,9
Linda,Anderson,27,22
Charles,Perez,47,4
David,Moore,46,77
Susan,Lopez,56,98
Susan,Thompson,27,3
Michael,Jackson,56,28
Richard,Gonzalez,45,90
Linda,Miller,35,98
Lisa,Martinez,58,15
William,Martinez,67,8
Michael,Johnson,34,48
Christopher,Wilson,28,99
Margaret,Gonzalez,18,88
Joseph,Perez,34,52
Mary,Garcia,53,55
Daniel,Rodriguez,53,37
Nancy,Gonzalez,63,4
Susan,Rodriguez,26,55
James,Gonzalez,62,12
Daniel,Jones,45,19
Lisa,Wilson,65,79
Linda,Jones,50,57
Robert,Rodriguez,20,94
Joseph,Davis,68,37
James,Miller,25,76
James,Davis,67,83
Elizabeth,Perez,23,98
Lisa,Williams,69,7
Elizabeth,Thompson,23,92
Christopher,White,46,55
Joseph,Anderson,54,28
Thomas,Davis,29,93
Lisa,Smith,26,37
Jennifer,Miller,58,84
John,Jackson,66,61
Richard,Johnson,36,75
Sarah,Wilson,34,39
Linda,Moore,65,23
Joseph,Anderson,61,52
Thomas,Wilson,49,84
Thomas,White,52,84
Lisa,Jackson,31,11
Richard,Jackson,66,66
Thomas,Perez,33,13
Jennifer,Taylor,38,77
Thomas,Perez,29,41
Sarah,Jackson,41,49
Jessica,Thomas,51,15
Richard,Martin,25,56
Jennifer,Jackson,61,54
John,Smith,38,31
Jessica,Jackson,65,61
Jessica,Miller,25,58
Joseph,Thompson,45,87
Linda,Hernandez,33,60
Joseph,Jones,27,53
Lisa,Taylor,69,86
Richard,Hernandez,32,61
Thomas,White,21,80
Christopher,Davis,43,42
Margaret,Martinez,32,29
John,Lopez,53,84
Jennifer,Martinez,49,92
Robert,Gonzalez,60,27
Lisa,Moore,55,44
Thomas,Martinez,21,93
Daniel,Jackson,58,5
Mary,Martin,26,52
Joseph,Taylor,52,53
Robert,Martin,45,52
Nancy,Thomas,54,38
Jennifer,Jones,64,44
Jennifer,Williams,26,53
Karen,Anderson,19,2
Karen,Johnson,20,54
Patricia,Gonzalez,61,84
Thomas,Perez,65,77
Jessica,Davis,22,90
Jessica,Thompson,27,35
Richard,Taylor,45,46
Michael,Brown,32,72
Susan,Jackson,31,92
Daniel,Perez,63,79
Joseph,Rodriguez,40,55
Charles,Thompson,30,72
David,Anderson,33,11
Joseph,Rodriguez,47,29
Susan,White,57,69
John,Lee,25,63
Thomas,Rodriguez,34,47
John,Wilson,47,7
Charles,Thompson,34,64
Nancy,Lee,52,82
Patricia,Thomas,18,64
John,White,66,92
Sarah,Thompson,41,12
Susan,Taylor,65,12
Linda,Gonzalez,66,36
Margaret,Rodriguez,42,29
Thomas,Anderson,19,11
Michael,Miller,42,53
David,Smith,31,70
Karen,Smith,56,85
James,Jones,68,74
John,White,50,96
Patricia,Rodriguez,34,47
Richard,Lopez,48,33
Jennifer,Garcia,27,81
Jessica,Gonzalez,23,67
Robert,Davis,56,43
Sarah,Anderson,42,18
Joseph,Garcia,55,74
Joseph,Garcia,54,53
Patricia,Brown,47,39
Linda,Hernandez,51,72
Sarah,Lee,35,34
Sarah,Moore,41,37
Patricia,Williams,66,41
Richard,Williams,44,97
Richard,Lopez,44,49
Mary,Lee,56,10
John,Lee,38,40
Lisa,Garcia,36,18
Linda,Lee,56,25
Margaret,Garcia,40,41
Joseph,Davis,56,36
David,Anderson,65,2
William,Moore,61,83
Michael,Martin,64,74
Richard,Thomas,32,49
Mary,Garcia,60,67
Linda,Lee,19,53
Michael,Taylor,52,19
Margaret,Rodriguez,68,26
Susan,Jackson,37,54
Charles,Moore,45,51
Michael,Thompson,32,25
Elizabeth,Jones,33,17
Sarah,Garcia,50,74
John,Lopez,64,61
Elizabeth,Hernandez,29,46
Jennifer,Thomas,56,55
Karen,Martin,56,50
Karen,Taylor,60,75
Robert,Martin,37,11
Christopher,Rodriguez,46,12
Michael,Smith,60,40
Mary,Williams,66,48
David,Lee,20,56
Richard,Thompson,65,8
Daniel,Rodriguez,22,88
Robert,Perez,19,14
Jennifer,Jackson,40,87
Margaret,Gonzalez,43,56
Jessica,Thompson,43,54
Susan,Wilson,24,17
Patricia,Martin,27,45
Daniel,Jackson,22,5
Jennifer,Thompson,64,3
Elizabeth,Miller,29,9
Karen,Brown,49,84
Joseph,Lopez,59,20
Linda,Thompson,48,83
William,Wilson,39,21
Robert,Johnson,34,80
Elizabeth,Smith,37,33
Nancy,Moore,37,5
Jennifer,Martin,60,24
Sarah,Davis,25,63
Margaret,Williams,64,79
John,Garcia,51,26
Elizabeth,Perez,66,89
David,Gonzalez,40,92
David,Rodriguez,55,33
Thomas,Rodriguez,45,18
Patricia,Martin,30,18
Patricia,Rodriguez,46,38
Thomas,Anderson,25,33
William,Gonzalez,28,27
Charles,Perez,64,49
Robert,Thomas,62,50
Lisa,Johnson,35,15
Margaret,Wilson,67,77
Jennifer,Garcia,42,52
John,Johnson,66,98
Lisa,Davis,39,68
James,Brown,62,99
Nancy,Lee,52,19
Lisa,White,46,95
Sarah,Wilson,38,25
Daniel,Hernandez,24,76
David,White,29,76
Richard,Wilson,53,25
Elizabeth,Lopez,41,33
John,Thomas,49,60
William,Garcia,44,37
Susan,Martin,49,92
Daniel,Smith,49,43
Jessica,Lopez,49,9
James,Miller,43,14
Karen,Davis,28,3
Thomas,Rodriguez,63,69
William,Johnson,35,56
William,Taylor,56,26
Daniel,Martin,22,53
Elizabeth,Gonzalez,33,41
Charles,Jones,28,82
Joseph,Martinez,52,21
Robert,Lopez,65,39
Joseph,Taylor,28,80
Nancy,Lee,59,23
Daniel,Garcia,40,93
Mary,Williams,51,74
Richard,Anderson,65,58
Margaret,Miller,34,69
Sarah,Garcia,27,75
Joseph,Brown,35,29
Elizabeth,Jackson,61,62
Jessica,Jones,25,53
Elizabeth,Williams,43,45
Jessica,Rodriguez,20,27
Daniel,Garcia,69,34
William,Gonzalez,41,14
Jessica,Perez,20,41
John,Martin,55,74
Nancy,Brown,19,60
Sarah,Johnson,52,42
Mary,Brown,34,51
Elizabeth,Davis,26,75
John,Gonzalez,53,11
David,Martinez,39,35
David,Moore,48,19
Christopher,Rodriguez,51,88
Christopher,Smith,41,65
Lisa,Gonzalez,26,76
Richard,Moore,63,61
Michael,Anderson,60,47
Daniel,Johnson,19,14
Thomas,Hernandez,38,67
Mary,Wilson,51,52
Susan,Perez,44,32
Elizabeth,Anderson,54,80
Karen,Wilson,24,10
Lisa,Thomas,39,17
David,Thompson,21,40
Sarah,Anderson,31,68
Thomas,Jackson,51,63
Charles,Rodriguez,40,15
Karen,Jones,61,97
John,Jones,59,39
Christopher,Hernandez,42,57
Sarah,Martin,18,10
Jennifer,White,68,71
Susan,Brown,65,97
David,Martin,32,17
Joseph,Moore,49,76
Joseph,Williams,31,17
Sarah,Brown,58,16
Elizabeth,Wilson,38,78
Susan,Miller,64,3
Richard,Davis,24,51
Patricia,White,53,94
Michael,Thomas,38,46
Lisa,Martin,67,55
Mary,Anderson,57,99
Joseph,Miller,29,26
Linda,Taylor,32,76
Michael,Perez,32,31
Joseph,Perez,34,81
Daniel,Perez,51,72
